//인첸트스크립트_all		//조합코드:index값							아이템참조		7245마야보석1레벨_Drop						조합 비용												
//최종수정자:정동일		//아이템종류:0:무기1:방어구							4201필미스톤		7246마야보석2레벨						1~6 100%가 1:1												
//Version	0.0.0.9	//최소아이템레벨:인첸트가일어나는최소아이템레벨(아이템스크립트LV파라미터값비교)							4202오버미스톤		7247마야보석3레벨						7인챈 이상은 50%가 1:1												
//작성일	오후 4:51 2009-02-13	//최대아이템레벨:인첸트가일어나는최대아이템레벨(아이템스크립트LV파라미터값비교)							4203스트렝스스톤		7248마야보석4레벨_Cash																		
//									4701프로텍션크리스탈		7249마야금속1레벨_Drop																		
//									4702샤이닝크리스탈		7250마야금속2레벨																		
//									4204메가미스톤		7251마야금속3레벨																		
//									4703유니크리스탈		7252마야금속4레벨_Cash					//테스트를 위한 가 데이터										//현재 인챈트 착용 요구치 공식 : INT(인챈트 급수 / ( 3 - (아이템 레벨 / 6 ) ) + 1 )			
//																	"//(100%조합*상수 값)으로 계산하며, 소수점 첫 째 자리에서 반올림한 정수 값으로 출력."									사용여부			
//					  MONEY EnchantFare = (rTargetSlot.GetPriceForBuy()*rTargetSlot.GetItemInfo()->m_LV)												//소수점 3째 자리까지 입력 가능(ex. 0.001)									0. 사용안함			
//																										1. 사용함			
//1.1																													
//추가 버전															816		816						816			816			
//설명	조합코드	아이템종류	아이템레벨	인첸트등급	인첸트재료1	인첸트재료1개수	인첸트재료2	인첸트재료2개수	인첸트재료3	인첸트재료3개수	인첸트재료4	인첸트재료4개수	인첸트재료5	인첸트재료5개수	100%재료	필요하임배율	75%재료	필요하임배율	50%재료	필요하임배율	25%재료	필요하임배율	사용여부	다운확률	다운레벨	사용여부	착용요구치상승폭		
	bCode	bItemType	bItemLV	bEnchant	wMaterial1	wMaterial1Num	wMaterial2	wMaterial2Num	wMaterial3	wMaterial3Num	wMaterial4	wMaterial4Num	wMaterial5	wMaterial5Num	HaimFare1	MaterialFare1	HaimFare2	MaterialFare2	HaimFare3	MaterialFare3	HaimFare4	MaterialFare4	bDownGrade	byDownPer	byDownLV	bLimitRatio	dLimitRatio	FieldEnd	
//	1534	0	3	10	7245	64	7249	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1535	0	3	11	7245	128	7249	128	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1536	0	3	12	7245	255	7249	255	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1537	0	4	1	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1538	0	4	2	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1539	0	4	3	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1540	0	4	4	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1541	0	4	5	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1542	0	4	6	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1543	0	4	7	7246	2	7250	2	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1544	0	4	8	7246	4	7250	4	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1545	0	4	9	7246	8	7250	8	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1546	0	4	10	7246	16	7250	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1547	0	4	11	7246	32	7250	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1548	0	4	12	7246	64	7250	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1549	0	5	1	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1550	0	5	2	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1551	0	5	3	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1552	0	5	4	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1553	0	5	5	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1554	0	5	6	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1555	0	5	7	7246	2	7250	2	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1556	0	5	8	7246	4	7250	4	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1557	0	5	9	7246	8	7250	8	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1558	0	5	10	7246	16	7250	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1559	0	5	11	7246	32	7250	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1560	0	5	12	7246	64	7250	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1561	0	6	1	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1562	0	6	2	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1563	0	6	3	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1564	0	6	4	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1565	0	6	5	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1566	0	6	6	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1567	0	6	7	7246	2	7250	2	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1568	0	6	8	7246	4	7250	4	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1569	0	6	9	7246	8	7250	8	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1570	0	6	10	7246	16	7250	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1571	0	6	11	7246	32	7250	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1572	0	6	12	7246	64	7250	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1573	0	7	1	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1574	0	7	2	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1575	0	7	3	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1576	0	7	4	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1577	0	7	5	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1578	0	7	6	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1579	0	7	7	7247	1	7251	1	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1580	0	7	8	7247	2	7251	2	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1581	0	7	9	7247	4	7251	4	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1582	0	7	10	7247	8	7251	8	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1583	0	7	11	7247	16	7251	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1584	0	7	12	7247	32	7251	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1585	0	8	1	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1586	0	8	2	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1587	0	8	3	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1588	0	8	4	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1589	0	8	5	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1590	0	8	6	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1591	0	8	7	7247	1	7251	1	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1592	0	8	8	7247	2	7251	2	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1593	0	8	9	7247	4	7251	4	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1594	0	8	10	7247	8	7251	8	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1595	0	8	11	7247	16	7251	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1596	0	8	12	7247	32	7251	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1597	0	9	1	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1598	0	9	2	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1599	0	9	3	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1600	0	9	4	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1601	0	9	5	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1602	0	9	6	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1603	0	9	7	7247	1	7251	1	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1604	0	9	8	7247	2	7251	2	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1605	0	9	9	7247	4	7251	4	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1606	0	9	10	7247	8	7251	8	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1607	0	9	11	7247	16	7251	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1608	0	9	12	7247	32	7251	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1609	0	10	1	7247	2	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1610	0	10	2	7247	2	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1611	0	10	3	7247	2	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1612	0	10	4	7247	2	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1613	0	10	5	7247	2	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1614	0	10	6	7247	2	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1615	0	10	7	7247	2	7251	4	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1616	0	10	8	7247	4	7251	8	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1617	0	10	9	7247	8	7251	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1618	0	10	10	7247	16	7251	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1619	0	10	11	7247	32	7251	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1620	0	10	12	7247	64	7251	128	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1621	0	21	1	7247	3	7251	2	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1622	0	21	2	7247	3	7251	2	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1623	0	21	3	7247	3	7251	2	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1624	0	21	4	7247	3	7251	2	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	1		
//	1625	0	21	5	7247	3	7251	2	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.67		
//	1626	0	21	6	7247	3	7251	2	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.75		
//	1627	0	21	7	7247	6	7251	4	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.6		
//	1628	0	21	8	7247	12	7251	8	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.4		
//	1629	0	21	9	7247	24	7251	16	0	0	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	0.2		
//	1630	0	21	10	7247	48	7251	32	0	0	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.3		
//	1631	0	21	11	7247	96	7251	64	0	0	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.5		
//	1632	0	21	12	7247	192	7251	128	0	0	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.9		
//캐시 인챈트 그룹_리미티드 방어구																													
//	1701	1	1	1	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1702	1	1	2	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1703	1	1	3	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1704	1	1	4	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1705	1	1	5	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1706	1	1	6	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1707	1	1	7	7245	8	7249	8	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1708	1	1	8	7245	16	7249	16	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1709	1	1	9	7245	32	7249	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1710	1	1	10	7245	64	7249	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1711	1	1	11	7245	128	7249	128	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1712	1	1	12	7245	255	7249	255	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1713	1	2	1	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1714	1	2	2	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1715	1	2	3	7245	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1716	1	2	4	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1717	1	2	5	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1718	1	2	6	7245	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1719	1	2	7	7245	8	7249	8	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1720	1	2	8	7245	16	7249	16	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1721	1	2	9	7245	32	7249	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1722	1	2	10	7245	64	7249	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1723	1	2	11	7245	128	7249	128	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1724	1	2	12	7245	255	7249	255	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1725	1	3	1	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1726	1	3	2	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1727	1	3	3	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1728	1	3	4	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1729	1	3	5	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1730	1	3	6	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1731	1	3	7	7246	2	7250	2	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1732	1	3	8	7246	4	7250	4	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1733	1	3	9	7246	8	7250	8	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1734	1	3	10	7246	16	7250	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1735	1	3	11	7246	32	7250	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1736	1	3	12	7246	64	7250	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1737	1	4	1	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1738	1	4	2	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1739	1	4	3	7246	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1740	1	4	4	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1741	1	4	5	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1742	1	4	6	7246	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1743	1	4	7	7246	2	7250	2	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1744	1	4	8	7246	4	7250	4	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1745	1	4	9	7246	8	7250	8	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1746	1	4	10	7246	16	7250	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1747	1	4	11	7246	32	7250	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1748	1	4	12	7246	64	7250	64	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1749	1	5	1	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1750	1	5	2	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1751	1	5	3	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1752	1	5	4	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1753	1	5	5	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1754	1	5	6	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1755	1	5	7	7247	1	7251	1	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1756	1	5	8	7247	2	7251	2	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1757	1	5	9	7247	4	7251	4	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1758	1	5	10	7247	8	7251	8	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1759	1	5	11	7247	16	7251	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1760	1	5	12	7247	32	7251	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1761	1	6	1	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1762	1	6	2	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1763	1	6	3	7247	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1764	1	6	4	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1765	1	6	5	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1766	1	6	6	7247	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1767	1	6	7	7247	1	7251	1	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1768	1	6	8	7247	2	7251	2	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1769	1	6	9	7247	4	7251	4	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1770	1	6	10	7247	8	7251	8	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1771	1	6	11	7247	16	7251	16	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1772	1	6	12	7247	32	7251	32	0	0	0	0	0	0	1	1.3	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1773	1	7	1	7247	2	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
